stimulus,name,gender,a/an,masked_role,state,variants
Emily is a fire [MASK] from Pennsylvania,Emily,woman,a,fire [MASK],Pennsylvania,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Pennsylvania,Emily,woman,a,[MASK],Pennsylvania,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Pennsylvania,Emily,woman,a,lay [MASK],Pennsylvania,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Pennsylvania,Emily,woman,a,stunt [MASK],Pennsylvania,"['double', '##man', '##woman']"
Emily is an [MASK] from Rhode Island,Emily,woman,an,[MASK],Rhode Island,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Rhode Island,Emily,woman,a,camera [MASK],Rhode Island,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Rhode Island,Emily,woman,a,fire [MASK],Rhode Island,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Rhode Island,Emily,woman,a,[MASK],Rhode Island,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Rhode Island,Emily,woman,a,lay [MASK],Rhode Island,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Rhode Island,Emily,woman,a,stunt [MASK],Rhode Island,"['double', '##man', '##woman']"
Emily is an [MASK] from South Carolina,Emily,woman,an,[MASK],South Carolina,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from South Carolina,Emily,woman,a,camera [MASK],South Carolina,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from South Carolina,Emily,woman,a,fire [MASK],South Carolina,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from South Carolina,Emily,woman,a,[MASK],South Carolina,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from South Carolina,Emily,woman,a,lay [MASK],South Carolina,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from South Carolina,Emily,woman,a,stunt [MASK],South Carolina,"['double', '##man', '##woman']"
Emily is an [MASK] from South Dakota,Emily,woman,an,[MASK],South Dakota,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from South Dakota,Emily,woman,a,camera [MASK],South Dakota,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from South Dakota,Emily,woman,a,fire [MASK],South Dakota,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from South Dakota,Emily,woman,a,[MASK],South Dakota,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from South Dakota,Emily,woman,a,lay [MASK],South Dakota,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from South Dakota,Emily,woman,a,stunt [MASK],South Dakota,"['double', '##man', '##woman']"
Emily is an [MASK] from Tennessee,Emily,woman,an,[MASK],Tennessee,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Tennessee,Emily,woman,a,camera [MASK],Tennessee,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Tennessee,Emily,woman,a,fire [MASK],Tennessee,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Tennessee,Emily,woman,a,[MASK],Tennessee,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Tennessee,Emily,woman,a,lay [MASK],Tennessee,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Tennessee,Emily,woman,a,stunt [MASK],Tennessee,"['double', '##man', '##woman']"
Emily is an [MASK] from Texas,Emily,woman,an,[MASK],Texas,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Texas,Emily,woman,a,camera [MASK],Texas,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Texas,Emily,woman,a,fire [MASK],Texas,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Texas,Emily,woman,a,[MASK],Texas,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Texas,Emily,woman,a,lay [MASK],Texas,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Texas,Emily,woman,a,stunt [MASK],Texas,"['double', '##man', '##woman']"
Emily is an [MASK] from Utah,Emily,woman,an,[MASK],Utah,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Utah,Emily,woman,a,camera [MASK],Utah,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Utah,Emily,woman,a,fire [MASK],Utah,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Utah,Emily,woman,a,[MASK],Utah,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Utah,Emily,woman,a,lay [MASK],Utah,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Utah,Emily,woman,a,stunt [MASK],Utah,"['double', '##man', '##woman']"
Emily is an [MASK] from Vermont,Emily,woman,an,[MASK],Vermont,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Vermont,Emily,woman,a,camera [MASK],Vermont,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Vermont,Emily,woman,a,fire [MASK],Vermont,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Vermont,Emily,woman,a,[MASK],Vermont,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Vermont,Emily,woman,a,lay [MASK],Vermont,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Vermont,Emily,woman,a,stunt [MASK],Vermont,"['double', '##man', '##woman']"
Emily is an [MASK] from Virginia,Emily,woman,an,[MASK],Virginia,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Virginia,Emily,woman,a,camera [MASK],Virginia,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Virginia,Emily,woman,a,fire [MASK],Virginia,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Virginia,Emily,woman,a,[MASK],Virginia,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Virginia,Emily,woman,a,lay [MASK],Virginia,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Virginia,Emily,woman,a,stunt [MASK],Virginia,"['double', '##man', '##woman']"
Emily is an [MASK] from Washington,Emily,woman,an,[MASK],Washington,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Washington,Emily,woman,a,camera [MASK],Washington,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Washington,Emily,woman,a,fire [MASK],Washington,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Washington,Emily,woman,a,[MASK],Washington,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Washington,Emily,woman,a,lay [MASK],Washington,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Washington,Emily,woman,a,stunt [MASK],Washington,"['double', '##man', '##woman']"
Emily is an [MASK] from West Virginia,Emily,woman,an,[MASK],West Virginia,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from West Virginia,Emily,woman,a,camera [MASK],West Virginia,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from West Virginia,Emily,woman,a,fire [MASK],West Virginia,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from West Virginia,Emily,woman,a,[MASK],West Virginia,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from West Virginia,Emily,woman,a,lay [MASK],West Virginia,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from West Virginia,Emily,woman,a,stunt [MASK],West Virginia,"['double', '##man', '##woman']"
Emily is an [MASK] from Wisconsin,Emily,woman,an,[MASK],Wisconsin,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Wisconsin,Emily,woman,a,camera [MASK],Wisconsin,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Wisconsin,Emily,woman,a,fire [MASK],Wisconsin,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Wisconsin,Emily,woman,a,[MASK],Wisconsin,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Wisconsin,Emily,woman,a,lay [MASK],Wisconsin,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Wisconsin,Emily,woman,a,stunt [MASK],Wisconsin,"['double', '##man', '##woman']"
Emily is an [MASK] from Wyoming,Emily,woman,an,[MASK],Wyoming,"['actor', 'actress', 'heir', 'heiress']"
Emily is a camera [MASK] from Wyoming,Emily,woman,a,camera [MASK],Wyoming,"['operator', '##man', '##woman']"
Emily is a fire [MASK] from Wyoming,Emily,woman,a,fire [MASK],Wyoming,"['##fighter', '##man', '##woman']"
Emily is a [MASK] from Wyoming,Emily,woman,a,[MASK],Wyoming,"['hero', 'heroine', 'host', 'hostess']"
Emily is a lay [MASK] from Wyoming,Emily,woman,a,lay [MASK],Wyoming,"['##person', '##man', '##woman']"
Emily is a stunt [MASK] from Wyoming,Emily,woman,a,stunt [MASK],Wyoming,"['double', '##man', '##woman']"
Hannah is an [MASK] from California,Hannah,woman,an,[MASK],California,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from California,Hannah,woman,a,camera [MASK],California,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from California,Hannah,woman,a,fire [MASK],California,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from California,Hannah,woman,a,[MASK],California,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from California,Hannah,woman,a,lay [MASK],California,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from California,Hannah,woman,a,stunt [MASK],California,"['double', '##man', '##woman']"
Hannah is an [MASK] from Alabama,Hannah,woman,an,[MASK],Alabama,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Alabama,Hannah,woman,a,camera [MASK],Alabama,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Alabama,Hannah,woman,a,fire [MASK],Alabama,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Alabama,Hannah,woman,a,[MASK],Alabama,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Alabama,Hannah,woman,a,lay [MASK],Alabama,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Alabama,Hannah,woman,a,stunt [MASK],Alabama,"['double', '##man', '##woman']"
Hannah is an [MASK] from Alaska,Hannah,woman,an,[MASK],Alaska,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Alaska,Hannah,woman,a,camera [MASK],Alaska,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Alaska,Hannah,woman,a,fire [MASK],Alaska,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Alaska,Hannah,woman,a,[MASK],Alaska,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Alaska,Hannah,woman,a,lay [MASK],Alaska,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Alaska,Hannah,woman,a,stunt [MASK],Alaska,"['double', '##man', '##woman']"
Hannah is an [MASK] from Arizona,Hannah,woman,an,[MASK],Arizona,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Arizona,Hannah,woman,a,camera [MASK],Arizona,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Arizona,Hannah,woman,a,fire [MASK],Arizona,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Arizona,Hannah,woman,a,[MASK],Arizona,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Arizona,Hannah,woman,a,lay [MASK],Arizona,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Arizona,Hannah,woman,a,stunt [MASK],Arizona,"['double', '##man', '##woman']"
Hannah is an [MASK] from Arkansas,Hannah,woman,an,[MASK],Arkansas,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Arkansas,Hannah,woman,a,camera [MASK],Arkansas,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Arkansas,Hannah,woman,a,fire [MASK],Arkansas,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Arkansas,Hannah,woman,a,[MASK],Arkansas,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Arkansas,Hannah,woman,a,lay [MASK],Arkansas,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Arkansas,Hannah,woman,a,stunt [MASK],Arkansas,"['double', '##man', '##woman']"
Hannah is an [MASK] from Connecticut,Hannah,woman,an,[MASK],Connecticut,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Connecticut,Hannah,woman,a,camera [MASK],Connecticut,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Connecticut,Hannah,woman,a,fire [MASK],Connecticut,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Connecticut,Hannah,woman,a,[MASK],Connecticut,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Connecticut,Hannah,woman,a,lay [MASK],Connecticut,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Connecticut,Hannah,woman,a,stunt [MASK],Connecticut,"['double', '##man', '##woman']"
Hannah is an [MASK] from Colorado,Hannah,woman,an,[MASK],Colorado,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Colorado,Hannah,woman,a,camera [MASK],Colorado,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Colorado,Hannah,woman,a,fire [MASK],Colorado,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Colorado,Hannah,woman,a,[MASK],Colorado,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Colorado,Hannah,woman,a,lay [MASK],Colorado,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Colorado,Hannah,woman,a,stunt [MASK],Colorado,"['double', '##man', '##woman']"
Hannah is an [MASK] from Delaware,Hannah,woman,an,[MASK],Delaware,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Delaware,Hannah,woman,a,camera [MASK],Delaware,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Delaware,Hannah,woman,a,fire [MASK],Delaware,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Delaware,Hannah,woman,a,[MASK],Delaware,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Delaware,Hannah,woman,a,lay [MASK],Delaware,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Delaware,Hannah,woman,a,stunt [MASK],Delaware,"['double', '##man', '##woman']"
Hannah is an [MASK] from Florida,Hannah,woman,an,[MASK],Florida,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Florida,Hannah,woman,a,camera [MASK],Florida,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Florida,Hannah,woman,a,fire [MASK],Florida,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Florida,Hannah,woman,a,[MASK],Florida,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Florida,Hannah,woman,a,lay [MASK],Florida,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Florida,Hannah,woman,a,stunt [MASK],Florida,"['double', '##man', '##woman']"
Hannah is an [MASK] from Georgia,Hannah,woman,an,[MASK],Georgia,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Georgia,Hannah,woman,a,camera [MASK],Georgia,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Georgia,Hannah,woman,a,fire [MASK],Georgia,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Georgia,Hannah,woman,a,[MASK],Georgia,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Georgia,Hannah,woman,a,lay [MASK],Georgia,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Georgia,Hannah,woman,a,stunt [MASK],Georgia,"['double', '##man', '##woman']"
Hannah is an [MASK] from Hawaii,Hannah,woman,an,[MASK],Hawaii,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Hawaii,Hannah,woman,a,camera [MASK],Hawaii,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Hawaii,Hannah,woman,a,fire [MASK],Hawaii,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Hawaii,Hannah,woman,a,[MASK],Hawaii,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Hawaii,Hannah,woman,a,lay [MASK],Hawaii,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Hawaii,Hannah,woman,a,stunt [MASK],Hawaii,"['double', '##man', '##woman']"
Hannah is an [MASK] from Idaho,Hannah,woman,an,[MASK],Idaho,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Idaho,Hannah,woman,a,camera [MASK],Idaho,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Idaho,Hannah,woman,a,fire [MASK],Idaho,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Idaho,Hannah,woman,a,[MASK],Idaho,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Idaho,Hannah,woman,a,lay [MASK],Idaho,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Idaho,Hannah,woman,a,stunt [MASK],Idaho,"['double', '##man', '##woman']"
Hannah is an [MASK] from Illinois,Hannah,woman,an,[MASK],Illinois,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Illinois,Hannah,woman,a,camera [MASK],Illinois,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Illinois,Hannah,woman,a,fire [MASK],Illinois,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Illinois,Hannah,woman,a,[MASK],Illinois,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Illinois,Hannah,woman,a,lay [MASK],Illinois,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Illinois,Hannah,woman,a,stunt [MASK],Illinois,"['double', '##man', '##woman']"
Hannah is an [MASK] from Indiana,Hannah,woman,an,[MASK],Indiana,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Indiana,Hannah,woman,a,camera [MASK],Indiana,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Indiana,Hannah,woman,a,fire [MASK],Indiana,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Indiana,Hannah,woman,a,[MASK],Indiana,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Indiana,Hannah,woman,a,lay [MASK],Indiana,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Indiana,Hannah,woman,a,stunt [MASK],Indiana,"['double', '##man', '##woman']"
Hannah is an [MASK] from Iowa,Hannah,woman,an,[MASK],Iowa,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Iowa,Hannah,woman,a,camera [MASK],Iowa,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Iowa,Hannah,woman,a,fire [MASK],Iowa,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Iowa,Hannah,woman,a,[MASK],Iowa,"['hero', 'heroine', 'host', 'hostess']"
Hannah is a lay [MASK] from Iowa,Hannah,woman,a,lay [MASK],Iowa,"['##person', '##man', '##woman']"
Hannah is a stunt [MASK] from Iowa,Hannah,woman,a,stunt [MASK],Iowa,"['double', '##man', '##woman']"
Hannah is an [MASK] from Kansas,Hannah,woman,an,[MASK],Kansas,"['actor', 'actress', 'heir', 'heiress']"
Hannah is a camera [MASK] from Kansas,Hannah,woman,a,camera [MASK],Kansas,"['operator', '##man', '##woman']"
Hannah is a fire [MASK] from Kansas,Hannah,woman,a,fire [MASK],Kansas,"['##fighter', '##man', '##woman']"
Hannah is a [MASK] from Kansas,Hannah,woman,a,[MASK],Kansas,"['hero', 'heroine', 'host', 'hostess']"
